symbol,exchange,first_seen,last_seen,trading_days,source,universe_reason,data_status
6870,TPEx,2023-09-14,2026-08-19,710,TPEx STK_WN1430,observed in official daily market table,READY
6872,TPEx,2025-03-07,2026-08-19,356,TPEx STK_WN1430,observed in official daily market table,READY
6874,TPEx,2022-12-14,2026-08-19,888,TPEx STK_WN1430,observed in official daily market table,READY
6875,TPEx,2024-03-26,2026-08-19,584,TPEx STK_WN1430,observed in official daily market table,READY
6877,TPEx,2023-06-16,2026-08-19,771,TPEx STK_WN1430,observed in official daily market table,READY
6881,TPEx,2024-05-21,2026-08-19,508,TPEx STK_WN1430,observed in official daily market table,READY
6884,TPEx,2025-12-17,2026-08-19,155,TPEx STK_WN1430,observed in official daily market table,READY
6894,TPEx,2023-11-29,2026-08-19,651,TPEx STK_WN1430,observed in official daily market table,READY
6895,TPEx,2023-08-22,2026-08-19,727,TPEx STK_WN1430,observed in official daily market table,READY
6899,TPEx,2024-04-08,2026-08-19,573,TPEx STK_WN1430,observed in official daily market table,READY
6903,TPEx,2024-06-12,2026-08-19,532,TPEx STK_WN1430,observed in official daily market table,READY
6904,TPEx,2023-12-05,2026-08-18,560,TPEx STK_WN1430,observed in official daily market table,READY
6907,TPEx,2026-01-29,2026-08-19,132,TPEx STK_WN1430,observed in official daily market table,READY
6910,TPEx,2025-12-11,2026-08-19,165,TPEx STK_WN1430,observed in official daily market table,READY
6913,TPEx,2024-10-01,2026-08-19,456,TPEx STK_WN1430,observed in official daily market table,READY
6922,TPEx,2023-11-09,2026-08-19,673,TPEx STK_WN1430,observed in official daily market table,READY
6925,TPEx,2025-05-28,2026-08-19,301,TPEx STK_WN1430,observed in official daily market table,READY
6929,TPEx,2024-03-28,2026-08-19,558,TPEx STK_WN1430,observed in official daily market table,READY
6945,TPEx,2026-06-05,2026-08-19,52,TPEx STK_WN1430,observed in official daily market table,EXCLUDE_INSUFFICIENT_HISTORY
6953,TPEx,2024-05-13,2026-08-19,549,TPEx STK_WN1430,observed in official daily market table,READY
6961,TPEx,2026-01-22,2026-08-19,137,TPEx STK_WN1430,observed in official daily market table,READY
6967,TPEx,2024-09-25,2026-08-19,456,TPEx STK_WN1430,observed in official daily market table,READY
6968,TPEx,2024-08-14,2026-08-19,488,TPEx STK_WN1430,observed in official daily market table,READY
6971,TPEx,2025-10-02,2026-08-19,212,TPEx STK_WN1430,observed in official daily market table,READY
6982,TPEx,2024-12-18,2026-08-19,404,TPEx STK_WN1430,observed in official daily market table,READY
6983,TPEx,2026-05-25,2026-08-19,61,TPEx STK_WN1430,observed in official daily market table,EXCLUDE_INSUFFICIENT_HISTORY
6986,TPEx,2026-06-26,2026-08-19,38,TPEx STK_WN1430,observed in official daily market table,EXCLUDE_INSUFFICIENT_HISTORY
6996,TPEx,2024-12-10,2026-08-19,410,TPEx STK_WN1430,observed in official daily market table,READY
6997,TPEx,2024-12-16,2026-08-19,361,TPEx STK_WN1430,observed in official daily market table,READY
7402,TPEx,2018-01-02,2026-08-19,1996,TPEx STK_WN1430,observed in official daily market table,READY
7547,TPEx,2025-07-29,2026-08-19,258,TPEx STK_WN1430,observed in official daily market table,READY
7556,TPEx,2020-10-30,2026-08-19,1393,TPEx STK_WN1430,observed in official daily market table,READY
7584,TPEx,2024-07-26,2026-08-19,498,TPEx STK_WN1430,observed in official daily market table,READY
7642,TPEx,2025-05-22,2026-08-19,305,TPEx STK_WN1430,observed in official daily market table,READY
7703,TPEx,2024-11-13,2026-08-19,429,TPEx STK_WN1430,observed in official daily market table,READY
7704,TPEx,2024-12-16,2026-08-19,404,TPEx STK_WN1430,observed in official daily market table,READY
7708,TPEx,2024-11-15,2026-08-19,423,TPEx STK_WN1430,observed in official daily market table,READY
7709,TPEx,2025-02-25,2026-08-19,352,TPEx STK_WN1430,observed in official daily market table,READY
7712,TPEx,2024-12-26,2026-08-19,397,TPEx STK_WN1430,observed in official daily market table,READY
7713,TPEx,2025-02-24,2026-08-19,350,TPEx STK_WN1430,observed in official daily market table,READY
7714,TPEx,2025-01-15,2026-08-19,385,TPEx STK_WN1430,observed in official daily market table,READY
7715,TPEx,2025-01-15,2026-08-19,385,TPEx STK_WN1430,observed in official daily market table,READY
7716,TPEx,2025-10-28,2026-08-18,160,TPEx STK_WN1430,observed in official daily market table,READY
7717,TPEx,2025-11-17,2026-08-19,183,TPEx STK_WN1430,observed in official daily market table,READY
7718,TPEx,2025-03-18,2026-08-19,347,TPEx STK_WN1430,observed in official daily market table,READY
7723,TPEx,2025-04-30,2026-08-19,320,TPEx STK_WN1430,observed in official daily market table,READY
7728,TPEx,2025-03-06,2026-08-19,357,TPEx STK_WN1430,observed in official daily market table,READY
7734,TPEx,2025-02-26,2026-08-19,362,TPEx STK_WN1430,observed in official daily market table,READY
7738,TPEx,2025-10-16,2026-08-19,204,TPEx STK_WN1430,observed in official daily market table,READY
7743,TPEx,2025-05-20,2026-08-19,295,TPEx STK_WN1430,observed in official daily market table,READY
7744,TPEx,2025-11-27,2026-08-19,175,TPEx STK_WN1430,observed in official daily market table,READY
7747,TPEx,2025-07-11,2026-08-19,263,TPEx STK_WN1430,observed in official daily market table,READY
7751,TPEx,2025-08-26,2026-08-19,238,TPEx STK_WN1430,observed in official daily market table,READY
7753,TPEx,2025-08-11,2026-08-19,249,TPEx STK_WN1430,observed in official daily market table,READY
7757,TPEx,2025-10-20,2026-08-19,202,TPEx STK_WN1430,observed in official daily market table,READY
7767,TPEx,2025-12-10,2026-08-19,164,TPEx STK_WN1430,observed in official daily market table,READY
7770,TPEx,2025-12-10,2026-08-19,162,TPEx STK_WN1430,observed in official daily market table,READY
7772,TPEx,2026-05-08,2026-08-19,72,TPEx STK_WN1430,observed in official daily market table,EXCLUDE_INSUFFICIENT_HISTORY
7777,TPEx,2025-12-22,2026-08-19,158,TPEx STK_WN1430,observed in official daily market table,READY
7782,TPEx,2025-10-28,2026-08-19,188,TPEx STK_WN1430,observed in official daily market table,READY
7792,TPEx,2026-01-28,2026-08-19,133,TPEx STK_WN1430,observed in official daily market table,READY
7794,TPEx,2026-04-20,2026-08-19,84,TPEx STK_WN1430,observed in official daily market table,EXCLUDE_INSUFFICIENT_HISTORY
7805,TPEx,2025-12-22,2026-08-19,158,TPEx STK_WN1430,observed in official daily market table,READY
7810,TPEx,2025-12-23,2026-08-19,157,TPEx STK_WN1430,observed in official daily market table,READY
7811,TPEx,2026-03-25,2026-08-19,101,TPEx STK_WN1430,observed in official daily market table,EXCLUDE_INSUFFICIENT_HISTORY
7814,TPEx,2026-07-16,2026-08-19,25,TPEx STK_WN1430,observed in official daily market table,EXCLUDE_INSUFFICIENT_HISTORY
7819,TPEx,2026-05-27,2026-08-19,59,TPEx STK_WN1430,observed in official daily market table,EXCLUDE_INSUFFICIENT_HISTORY
7820,TPEx,2026-04-27,2026-08-19,80,TPEx STK_WN1430,observed in official daily market table,EXCLUDE_INSUFFICIENT_HISTORY
7828,TPEx,2026-04-22,2026-08-19,83,TPEx STK_WN1430,observed in official daily market table,EXCLUDE_INSUFFICIENT_HISTORY
7839,TPEx,2026-06-15,2026-08-19,46,TPEx STK_WN1430,observed in official daily market table,EXCLUDE_INSUFFICIENT_HISTORY
7842,TPEx,2026-05-11,2026-08-19,70,TPEx STK_WN1430,observed in official daily market table,EXCLUDE_INSUFFICIENT_HISTORY
8024,TPEx,2018-01-02,2026-08-19,2090,TPEx STK_WN1430,observed in official daily market table,READY
8027,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8032,TPEx,2018-01-02,2026-08-19,2064,TPEx STK_WN1430,observed in official daily market table,READY
8034,TPEx,2018-01-02,2026-08-19,2088,TPEx STK_WN1430,observed in official daily market table,READY
8038,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8040,TPEx,2018-01-02,2026-08-19,2088,TPEx STK_WN1430,observed in official daily market table,READY
8042,TPEx,2018-01-02,2026-08-19,2093,TPEx STK_WN1430,observed in official daily market table,READY
8043,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8044,TPEx,2018-01-02,2026-08-19,2093,TPEx STK_WN1430,observed in official daily market table,READY
8047,TPEx,2018-01-02,2026-08-19,2003,TPEx STK_WN1430,observed in official daily market table,READY
8048,TPEx,2018-01-02,2026-08-19,2094,TPEx STK_WN1430,observed in official daily market table,READY
8049,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8050,TPEx,2018-01-02,2026-08-19,2094,TPEx STK_WN1430,observed in official daily market table,READY
8054,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8059,TPEx,2018-01-02,2026-08-19,2094,TPEx STK_WN1430,observed in official daily market table,READY
8064,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8066,TPEx,2018-01-02,2026-08-19,2090,TPEx STK_WN1430,observed in official daily market table,READY
8067,TPEx,2018-01-02,2026-08-19,1871,TPEx STK_WN1430,observed in official daily market table,READY
8068,TPEx,2018-01-02,2026-08-19,2092,TPEx STK_WN1430,observed in official daily market table,READY
8069,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8071,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8074,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8076,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8077,TPEx,2018-01-02,2026-08-19,1586,TPEx STK_WN1430,observed in official daily market table,READY
8080,TPEx,2018-01-02,2026-08-19,1772,TPEx STK_WN1430,observed in official daily market table,READY
8083,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8084,TPEx,2018-01-02,2026-08-19,2086,TPEx STK_WN1430,observed in official daily market table,READY
8085,TPEx,2018-01-02,2026-08-19,2088,TPEx STK_WN1430,observed in official daily market table,READY
8086,TPEx,2018-01-02,2026-08-19,2094,TPEx STK_WN1430,observed in official daily market table,READY
8087,TPEx,2018-01-02,2026-08-19,1931,TPEx STK_WN1430,observed in official daily market table,READY
8088,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8089,TPEx,2020-09-23,2026-08-19,1432,TPEx STK_WN1430,observed in official daily market table,READY
8091,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8092,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8093,TPEx,2018-01-02,2026-08-19,2075,TPEx STK_WN1430,observed in official daily market table,READY
8096,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8097,TPEx,2018-01-02,2026-08-19,2091,TPEx STK_WN1430,observed in official daily market table,READY
8099,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8102,TPEx,2025-12-22,2026-08-19,152,TPEx STK_WN1430,observed in official daily market table,READY
8107,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8109,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8111,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8121,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8147,TPEx,2018-01-02,2026-08-19,2081,TPEx STK_WN1430,observed in official daily market table,READY
8155,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8171,TPEx,2018-01-02,2026-08-19,2089,TPEx STK_WN1430,observed in official daily market table,READY
8176,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8182,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8183,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8227,TPEx,2022-12-20,2026-08-19,884,TPEx STK_WN1430,observed in official daily market table,READY
8234,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8240,TPEx,2018-01-02,2026-08-19,2093,TPEx STK_WN1430,observed in official daily market table,READY
8255,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8272,TPEx,2024-10-23,2026-08-19,438,TPEx STK_WN1430,observed in official daily market table,READY
8277,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8279,TPEx,2018-01-02,2026-08-19,2056,TPEx STK_WN1430,observed in official daily market table,READY
8284,TPEx,2020-05-18,2026-08-19,1517,TPEx STK_WN1430,observed in official daily market table,READY
8287,TPEx,2018-01-02,2020-04-30,562,TPEx STK_WN1430,observed in official daily market table,READY
8289,TPEx,2018-01-02,2026-08-19,2089,TPEx STK_WN1430,observed in official daily market table,READY
8291,TPEx,2018-01-02,2026-08-19,1366,TPEx STK_WN1430,observed in official daily market table,READY
8299,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8342,TPEx,2018-01-02,2026-08-19,1895,TPEx STK_WN1430,observed in official daily market table,READY
8349,TPEx,2018-01-02,2026-08-19,2091,TPEx STK_WN1430,observed in official daily market table,READY
8354,TPEx,2018-01-02,2026-08-19,2084,TPEx STK_WN1430,observed in official daily market table,READY
8358,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8383,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8390,TPEx,2018-01-02,2026-08-19,2088,TPEx STK_WN1430,observed in official daily market table,READY
8401,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8403,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8406,TPEx,2018-01-02,2022-04-20,1041,TPEx STK_WN1430,observed in official daily market table,READY
8409,TPEx,2018-01-02,2026-08-18,2054,TPEx STK_WN1430,observed in official daily market table,READY
8410,TPEx,2018-01-02,2026-08-19,2071,TPEx STK_WN1430,observed in official daily market table,READY
8415,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8416,TPEx,2018-01-02,2026-08-19,2063,TPEx STK_WN1430,observed in official daily market table,READY
8418,TPEx,2018-01-02,2024-01-24,1437,TPEx STK_WN1430,observed in official daily market table,READY
8420,TPEx,2018-01-02,2024-11-20,1602,TPEx STK_WN1430,observed in official daily market table,READY
8421,TPEx,2018-01-02,2026-08-19,2087,TPEx STK_WN1430,observed in official daily market table,READY
8423,TPEx,2018-01-02,2026-08-19,1845,TPEx STK_WN1430,observed in official daily market table,READY
8424,TPEx,2018-01-02,2026-08-19,2036,TPEx STK_WN1430,observed in official daily market table,READY
8426,TPEx,2018-01-02,2026-08-19,2040,TPEx STK_WN1430,observed in official daily market table,READY
8431,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8432,TPEx,2018-01-02,2026-08-19,2094,TPEx STK_WN1430,observed in official daily market table,READY
8433,TPEx,2018-01-02,2026-08-19,2083,TPEx STK_WN1430,observed in official daily market table,READY
8435,TPEx,2018-01-02,2026-08-19,2090,TPEx STK_WN1430,observed in official daily market table,READY
8436,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
8437,TPEx,2018-01-02,2026-08-19,2086,TPEx STK_WN1430,observed in official daily market table,READY
8440,TPEx,2018-03-28,2026-08-19,2040,TPEx STK_WN1430,observed in official daily market table,READY
8444,TPEx,2018-01-02,2026-08-18,2057,TPEx STK_WN1430,observed in official daily market table,READY
8446,TPEx,2018-01-02,2026-08-19,2094,TPEx STK_WN1430,observed in official daily market table,READY
8450,TPEx,2018-01-02,2026-08-19,2092,TPEx STK_WN1430,observed in official daily market table,READY
8455,TPEx,2018-01-02,2026-08-19,1803,TPEx STK_WN1430,observed in official daily market table,READY
8472,TPEx,2018-01-02,2026-08-19,1950,TPEx STK_WN1430,observed in official daily market table,READY
8477,TPEx,2018-01-02,2026-08-19,2081,TPEx STK_WN1430,observed in official daily market table,READY
8489,TPEx,2018-01-02,2026-08-19,2093,TPEx STK_WN1430,observed in official daily market table,READY
8905,TPEx,2018-01-02,2026-08-19,2043,TPEx STK_WN1430,observed in official daily market table,READY
8906,TPEx,2018-01-02,2026-08-19,1973,TPEx STK_WN1430,observed in official daily market table,READY
8908,TPEx,2018-01-02,2026-08-19,2060,TPEx STK_WN1430,observed in official daily market table,READY
8913,TPEx,2018-01-02,2020-01-13,493,TPEx STK_WN1430,observed in official daily market table,READY
